audio_file,transcript_file,phoneme_transcript_file,phonemes,fluency
./data/aligned_audio_revised/aligned_audio_sample_208.wav,./data/aligned_transcript_revised/aligned_audio_sample_208_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_208_phonemes.txt,ç e l u n a d əw j ə l ɐ v ɛ mʲ iː b a k,B
./data/aligned_audio_revised/aligned_audio_sample_209.wav,./data/aligned_transcript_revised/aligned_audio_sample_209_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_209_phonemes.txt,l u n a ʋ ɪ l i t ɹ e n ʈ ə m ɒ ɹ oː,I
./data/aligned_audio_revised/aligned_audio_sample_210.wav,./data/aligned_transcript_revised/aligned_audio_sample_210_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_210_phonemes.txt,l u n a ʋ ɒ ʈ s d̪ a s t ɑ k p ɹ aj s ɒ v spn,B
./data/aligned_audio_revised/aligned_audio_sample_211.wav,./data/aligned_transcript_revised/aligned_audio_sample_211_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_211_phonemes.txt,i ɲ c ɹ iː s d̪ a v ɑ ʎ ʉ m b aj spn p ə s ɛ n ʈ l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_212.wav,./data/aligned_transcript_revised/aligned_audio_sample_212_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_212_phonemes.txt,l u n a spn d̪ i s l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_213.wav,./data/aligned_transcript_revised/aligned_audio_sample_213_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_213_phonemes.txt,əw p ə n k ə n ʈ ɹ oː l p a n ə l l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_214.wav,./data/aligned_transcript_revised/aligned_audio_sample_214_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_214_phonemes.txt,l u n a əw p ə n ʈ ɑː s k m a ɲ i dʒ a,B
./data/aligned_audio_revised/aligned_audio_sample_215.wav,./data/aligned_transcript_revised/aligned_audio_sample_215_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_215_phonemes.txt,l u n a s ʋ ɪ tʃ ə n ɛ k s a p,B
./data/aligned_audio_revised/aligned_audio_sample_216.wav,./data/aligned_transcript_revised/aligned_audio_sample_216_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_216_phonemes.txt,k l əw s d̪ a k ə ɹ ə n ʈ ʋ ɪ n ɖ oː z l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_217.wav,./data/aligned_transcript_revised/aligned_audio_sample_217_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_217_phonemes.txt,l u n a mʲ ɪ n ə m aj z d̪ a ʋ ɪ n oː s,B
./data/aligned_audio_revised/aligned_audio_sample_218.wav,./data/aligned_transcript_revised/aligned_audio_sample_218_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_218_phonemes.txt,ɹ i f ɹ ɛ ʃ d̪ a s c ɹ iː n l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_219.wav,./data/aligned_transcript_revised/aligned_audio_sample_219_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_219_phonemes.txt,i z d̪ a aː t̪ ɹ aw n l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_220.wav,./data/aligned_transcript_revised/aligned_audio_sample_220_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_220_phonemes.txt,ʋ ɛ n ʋ ɪ l d̪ a s ɐ n s ɛ t l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_221.wav,./data/aligned_transcript_revised/aligned_audio_sample_221_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_221_phonemes.txt,ç e l u n a ʋ ɒ ʈ i z dʲ iː ʃ ɛ ɹ m a c i t ʈ ə ɖ eː,B
./data/aligned_audio_revised/aligned_audio_sample_222.wav,./data/aligned_transcript_revised/aligned_audio_sample_222_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_222_phonemes.txt,ç e l u n a aj ɲ iː d s ɐ m aj dʲ i a z f a s t a t ɐ p i n n ə p ɒː l,B
./data/aligned_audio_revised/aligned_audio_sample_223.wav,./data/aligned_transcript_revised/aligned_audio_sample_223_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_223_phonemes.txt,l u n a k ə n ɛ k ʈ ə spn h ɑ t s p ɑ t ʈ ə ɖ eː,B
./data/aligned_audio_revised/aligned_audio_sample_224.wav,./data/aligned_transcript_revised/aligned_audio_sample_224_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_224_phonemes.txt,l u n a p l e mʲ ʉ z i k f ɹ ɐ m j ʉ tʰ ʉ b,I
./data/aligned_audio_revised/aligned_audio_sample_225.wav,./data/aligned_transcript_revised/aligned_audio_sample_225_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_225_phonemes.txt,l u n a tʃ ɛ k m ɑ m e ɫ z,I
./data/aligned_audio_revised/aligned_audio_sample_226.wav,./data/aligned_transcript_revised/aligned_audio_sample_226_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_226_phonemes.txt,l u n a s aː tʃ ɹ i p ɒː ʈ spn,B
./data/aligned_audio_revised/aligned_audio_sample_227.wav,./data/aligned_transcript_revised/aligned_audio_sample_227_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_227_phonemes.txt,d ə ʎ iː t d̪ a f aj l l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_228.wav,./data/aligned_transcript_revised/aligned_audio_sample_228_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_228_phonemes.txt,m uː v f aj l n e m ɹ i p ɒː ʈ ə d aw n l əw d z f əw ɫ d ə,B
./data/aligned_audio_revised/aligned_audio_sample_229.wav,./data/aligned_transcript_revised/aligned_audio_sample_229_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_229_phonemes.txt,l u n a ʋ i tʃ d ej i z ʈ ə ɖ eː,B
./data/aligned_audio_revised/aligned_audio_sample_230.wav,./data/aligned_transcript_revised/aligned_audio_sample_230_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_230_phonemes.txt,əw p ə n s ɛ tʲ i ŋ ɡ z l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_231.wav,./data/aligned_transcript_revised/aligned_audio_sample_231_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_231_phonemes.txt,a d a n ə v ɛ n ə ð a cʰ æ l ə n d ɚ,B
./data/aligned_audio_revised/aligned_audio_sample_232.wav,./data/aligned_transcript_revised/aligned_audio_sample_232_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_232_phonemes.txt,l u n a ʈ eː k a n əw t,I
./data/aligned_audio_revised/aligned_audio_sample_233.wav,./data/aligned_transcript_revised/aligned_audio_sample_233_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_233_phonemes.txt,l u n a s ɛ t a ʈ aj m ə f a spn mʲ i ɲ i t s,B
./data/aligned_audio_revised/aligned_audio_sample_234.wav,./data/aligned_transcript_revised/aligned_audio_sample_234_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_234_phonemes.txt,ç e l u n a c ʎ i a m ɑ b ɹ aw z a ç i s t ɔ ɹ i,P
./data/aligned_audio_revised/aligned_audio_sample_235.wav,./data/aligned_transcript_revised/aligned_audio_sample_235_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_235_phonemes.txt,ç e l u n a ʃ əw spn j uː s i dʒ,I
./data/aligned_audio_revised/aligned_audio_sample_236.wav,./data/aligned_transcript_revised/aligned_audio_sample_236_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_236_phonemes.txt,l u n a ʃ əw b a t ə ɹ i p ə s ɛ n ʈʲ ɪ dʒ,P
./data/aligned_audio_revised/aligned_audio_sample_237.wav,./data/aligned_transcript_revised/aligned_audio_sample_237_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_237_phonemes.txt,l u n a ʋ ɪ l i t ɹ e n ʈ ə m ɒ ɹ oː,P
./data/aligned_audio_revised/aligned_audio_sample_238.wav,./data/aligned_transcript_revised/aligned_audio_sample_238_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_238_phonemes.txt,l u n a spn d̪ a p ɹ aj s ɒ f spn,P
./data/aligned_audio_revised/aligned_audio_sample_239.wav,./data/aligned_transcript_revised/aligned_audio_sample_239_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_239_phonemes.txt,i ɲ c ɹ iː s d̪ a v ɑ ʎ ʉ m b aj spn p ə s ɛ n ʈ l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_240.wav,./data/aligned_transcript_revised/aligned_audio_sample_240_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_240_phonemes.txt,l u n a əw p ə n cʰ æ ɫ c ə l ej t ɚ,P
./data/aligned_audio_revised/aligned_audio_sample_241.wav,./data/aligned_transcript_revised/aligned_audio_sample_241_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_241_phonemes.txt,l u n a əw p ə n spn,P
./data/aligned_audio_revised/aligned_audio_sample_242.wav,./data/aligned_transcript_revised/aligned_audio_sample_242_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_242_phonemes.txt,spn d̪ ɪ s f aj l l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_243.wav,./data/aligned_transcript_revised/aligned_audio_sample_243_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_243_phonemes.txt,l u n a ɹ ɪ ɲ eː m ɹ i p ɒː ʈ spn ə f aj n a ɫ spn,P
./data/aligned_audio_revised/aligned_audio_sample_244.wav,./data/aligned_transcript_revised/aligned_audio_sample_244_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_244_phonemes.txt,ɹ i f ɹ ɛ ʃ z a s c ɹ iː n l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_245.wav,./data/aligned_transcript_revised/aligned_audio_sample_245_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_245_phonemes.txt,əw p ə n k ə n ʈ ɹ oː l p a n ə l l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_246.wav,./data/aligned_transcript_revised/aligned_audio_sample_246_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_246_phonemes.txt,l u n a əw p ə n ʈ ɑː s k m a ɲ i dʒ a,P
./data/aligned_audio_revised/aligned_audio_sample_247.wav,./data/aligned_transcript_revised/aligned_audio_sample_247_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_247_phonemes.txt,l u n a s ʋ ɪ tʃ ə n ɛ k s t a p,P
./data/aligned_audio_revised/aligned_audio_sample_248.wav,./data/aligned_transcript_revised/aligned_audio_sample_248_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_248_phonemes.txt,k l əw s d̪ a k ə ɹ ə n ʈ ʋ ɪ n ɖ oː z l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_249.wav,./data/aligned_transcript_revised/aligned_audio_sample_249_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_249_phonemes.txt,m a k s ɪ m aj z d̪ a ʋ ɪ n ɖ oː z l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_250.wav,./data/aligned_transcript_revised/aligned_audio_sample_250_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_250_phonemes.txt,l u n a mʲ ɪ n ə m aj z d̪ a ʋ ɪ n ɖ oː z,I
./data/aligned_audio_revised/aligned_audio_sample_251.wav,./data/aligned_transcript_revised/aligned_audio_sample_251_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_251_phonemes.txt,l u n a əw p ə n ʋ ɜː ɖ,P
./data/aligned_audio_revised/aligned_audio_sample_252.wav,./data/aligned_transcript_revised/aligned_audio_sample_252_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_252_phonemes.txt,ç e l u n a ʃ ɐ d aw n d̪ a k ə m pʲ ʉː ʈ ə,P
./data/aligned_audio_revised/aligned_audio_sample_253.wav,./data/aligned_transcript_revised/aligned_audio_sample_253_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_253_phonemes.txt,p ə ʈ d̪ a k ə m pʲ ʉː ʈ ə ə s ʎ i p l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_254.wav,./data/aligned_transcript_revised/aligned_audio_sample_254_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_254_phonemes.txt,l u n a əw p ə n ʈ ɑː s k m a ɲ i dʒ a,P
./data/aligned_audio_revised/aligned_audio_sample_255.wav,./data/aligned_transcript_revised/aligned_audio_sample_255_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_255_phonemes.txt,ʈ eː k a spn l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_256.wav,./data/aligned_transcript_revised/aligned_audio_sample_256_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_256_phonemes.txt,s aː tʃ f a d̪ ɪ s h əw m w ɜː k l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_257.wav,./data/aligned_transcript_revised/aligned_audio_sample_257_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_257_phonemes.txt,ç e l u n a əw p ə n k ə n ʈ ɹ oː l p a n ə l,P
./data/aligned_audio_revised/aligned_audio_sample_258.wav,./data/aligned_transcript_revised/aligned_audio_sample_258_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_258_phonemes.txt,spn ɒ f f e s b ʊ k l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_259.wav,./data/aligned_transcript_revised/aligned_audio_sample_259_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_259_phonemes.txt,ç e l u n a i ɲ c ɹ iː s z a v ɑ ʎ ʉ m b aj spn p ə s ɛ n ʈ,P
./data/aligned_audio_revised/aligned_audio_sample_260.wav,./data/aligned_transcript_revised/aligned_audio_sample_260_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_260_phonemes.txt,ç e l u n a s ɛ t a ɹ i m aj n d a,P
./data/aligned_audio_revised/aligned_audio_sample_261.wav,./data/aligned_transcript_revised/aligned_audio_sample_261_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_261_phonemes.txt,ç e l u n a ɡ ʉː ɡ ə l b l a k ɡ ɔ ɹ i l a f a ɛ mʲ iː,I
./data/aligned_audio_revised/aligned_audio_sample_262.wav,./data/aligned_transcript_revised/aligned_audio_sample_262_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_262_phonemes.txt,əw p ə n spn l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_263.wav,./data/aligned_transcript_revised/aligned_audio_sample_263_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_263_phonemes.txt,l u n a əw p ə n ʋ ɜː ɖ,P
./data/aligned_audio_revised/aligned_audio_sample_264.wav,./data/aligned_transcript_revised/aligned_audio_sample_264_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_264_phonemes.txt,l u n a əw p ə n k ə m ɑː n ɖ p ɹ ɑ m p t,P
./data/aligned_audio_revised/aligned_audio_sample_265.wav,./data/aligned_transcript_revised/aligned_audio_sample_265_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_265_phonemes.txt,ʋ ɒ ʈ d ɐ z h ə l əw mʲ iː n l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_266.wav,./data/aligned_transcript_revised/aligned_audio_sample_266_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_266_phonemes.txt,ç e l u n a k ɒː l spn a n spn,P
./data/aligned_audio_revised/aligned_audio_sample_267.wav,./data/aligned_transcript_revised/aligned_audio_sample_267_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_267_phonemes.txt,s ɛ t a n a l a m f a spn a m l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_268.wav,./data/aligned_transcript_revised/aligned_audio_sample_268_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_268_phonemes.txt,l u n a p l e ɒ u ɫ d ʈ aw n ɹ əw d a n j ʉ tʰ ʉ b,P
./data/aligned_audio_revised/aligned_audio_sample_269.wav,./data/aligned_transcript_revised/aligned_audio_sample_269_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_269_phonemes.txt,ç e l u n a k l əw s d̪ ɪ s a p l ə c eː ʃ ə n,P
./data/aligned_audio_revised/aligned_audio_sample_270.wav,./data/aligned_transcript_revised/aligned_audio_sample_270_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_270_phonemes.txt,ç e l u n a m a k s ɪ m aj z k ə ɹ ə n ʈ ʋ ɪ n ɖ oː,P
./data/aligned_audio_revised/aligned_audio_sample_271.wav,./data/aligned_transcript_revised/aligned_audio_sample_271_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_271_phonemes.txt,əw p ə n m ɑ f aj l s l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_272.wav,./data/aligned_transcript_revised/aligned_audio_sample_272_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_272_phonemes.txt,əw p ə n ð a d aw n l əw d z f əw ɫ d ə l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_273.wav,./data/aligned_transcript_revised/aligned_audio_sample_273_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_273_phonemes.txt,d ə ʎ iː t ɹ ə s aj k ə ɫ bʲ i n l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_274.wav,./data/aligned_transcript_revised/aligned_audio_sample_274_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_274_phonemes.txt,ɹ ɪ ɲ eː m m ɑ ɡ e m s,P
./data/aligned_audio_revised/aligned_audio_sample_275.wav,./data/aligned_transcript_revised/aligned_audio_sample_275_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_275_phonemes.txt,l u n a m uː v m ɑ k ə m pʲ ʉː ʈ ə ə d aw n l əw d z,P
./data/aligned_audio_revised/aligned_audio_sample_276.wav,./data/aligned_transcript_revised/aligned_audio_sample_276_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_276_phonemes.txt,l u n a spn d̪ ɪ s f aj l,P
./data/aligned_audio_revised/aligned_audio_sample_277.wav,./data/aligned_transcript_revised/aligned_audio_sample_277_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_277_phonemes.txt,ɡ əw ə spn f e s b ʊ k k ɒ m l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_278.wav,./data/aligned_transcript_revised/aligned_audio_sample_278_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_278_phonemes.txt,c ʎ i a b ɹ aw z a ç i s t ɔ ɹ i l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_279.wav,./data/aligned_transcript_revised/aligned_audio_sample_279_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_279_phonemes.txt,ɐ n d ʉː d̪ a l a s t a c ʃ ɔ n l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_280.wav,./data/aligned_transcript_revised/aligned_audio_sample_280_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_280_phonemes.txt,l u n a s e f d̪ ɪ s f aj l,P
./data/aligned_audio_revised/aligned_audio_sample_281.wav,./data/aligned_transcript_revised/aligned_audio_sample_281_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_281_phonemes.txt,ʈ ɛ l ɛ mʲ iː a dʒ əw k l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_282.wav,./data/aligned_transcript_revised/aligned_audio_sample_282_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_282_phonemes.txt,ç e l u n a tʃ ɛ k m ɑ ɛ m e ɫ z,P
./data/aligned_audio_revised/aligned_audio_sample_283.wav,./data/aligned_transcript_revised/aligned_audio_sample_283_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_283_phonemes.txt,ɹ aj t a n ɛ m e ɫ l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_284.wav,./data/aligned_transcript_revised/aligned_audio_sample_284_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_284_phonemes.txt,ç e l u n a m ɛ s i dʒ spn a n ʋ ɒ ʈ s a p,P
./data/aligned_audio_revised/aligned_audio_sample_285.wav,./data/aligned_transcript_revised/aligned_audio_sample_285_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_285_phonemes.txt,l u n a k ɒː l spn,P
./data/aligned_audio_revised/aligned_audio_sample_286.wav,./data/aligned_transcript_revised/aligned_audio_sample_286_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_286_phonemes.txt,ç e l u n a cʰ æ n j ə h ɛ l p ɛ mʲ iː,P
./data/aligned_audio_revised/aligned_audio_sample_287.wav,./data/aligned_transcript_revised/aligned_audio_sample_287_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_287_phonemes.txt,p ɒː s d̪ a v i dʲ i əw l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_288.wav,./data/aligned_transcript_revised/aligned_audio_sample_288_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_288_phonemes.txt,l u n a spn spn p ə s ɛ n ʈ ɒ f spn,P
./data/aligned_audio_revised/aligned_audio_sample_289.wav,./data/aligned_transcript_revised/aligned_audio_sample_289_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_289_phonemes.txt,spn d̪ a ʋ ɛ d̪ ə l aj k ʈ ə ɖ eː l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_290.wav,./data/aligned_transcript_revised/aligned_audio_sample_290_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_290_phonemes.txt,s iː j a l e t a spn,P
./data/aligned_audio_revised/aligned_audio_sample_291.wav,./data/aligned_transcript_revised/aligned_audio_sample_291_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_291_phonemes.txt,ç e l u n a əw p ə n d̪ a w ɛ b cʰ æ m,P
./data/aligned_audio_revised/aligned_audio_sample_292.wav,./data/aligned_transcript_revised/aligned_audio_sample_292_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_292_phonemes.txt,l u n a tʃ ɛ k f a ð a s ɪ s t ə m ɐ p d ej t s,I
./data/aligned_audio_revised/aligned_audio_sample_293.wav,./data/aligned_transcript_revised/aligned_audio_sample_293_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_293_phonemes.txt,ç e l u n a spn d̪ a ʋ ɛ d̪ ə ʈ ə ɖ eː,P
./data/aligned_audio_revised/aligned_audio_sample_294.wav,./data/aligned_transcript_revised/aligned_audio_sample_294_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_294_phonemes.txt,ʈ ɛ l ɛ mʲ iː d̪ a l e tʲ i s t n uː z l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_295.wav,./data/aligned_transcript_revised/aligned_audio_sample_295_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_295_phonemes.txt,l u n a ʋ ɒ ʈ i z spn p ə s ɛ n ʈ ɒ f spn,B
./data/aligned_audio_revised/aligned_audio_sample_296.wav,./data/aligned_transcript_revised/aligned_audio_sample_296_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_296_phonemes.txt,k ɒ m ʋ ɜː ʈ spn f a ɹ ɛ n h aj t ə spn l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_297.wav,./data/aligned_transcript_revised/aligned_audio_sample_297_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_297_phonemes.txt,a d spn a n spn l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_298.wav,./data/aligned_transcript_revised/aligned_audio_sample_298_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_298_phonemes.txt,əw p ə n j ʉ tʰ ʉ b,P
./data/aligned_audio_revised/aligned_audio_sample_299.wav,./data/aligned_transcript_revised/aligned_audio_sample_299_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_299_phonemes.txt,ç e l u n a p l e b əw iː mʲ i ə n spn a n j ʉ tʰ ʉ b,I
./data/aligned_audio_revised/aligned_audio_sample_300.wav,./data/aligned_transcript_revised/aligned_audio_sample_300_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_300_phonemes.txt,l u n a p ɒː s z a v i dʲ i əw,P
./data/aligned_audio_revised/aligned_audio_sample_301.wav,./data/aligned_transcript_revised/aligned_audio_sample_301_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_301_phonemes.txt,p l e ð a n ɛ k s s ɑ ŋ l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_302.wav,./data/aligned_transcript_revised/aligned_audio_sample_302_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_302_phonemes.txt,ç e l u n a k l əw s ɡ ʉː ɡ ə l k ɹ əw m,B
./data/aligned_audio_revised/aligned_audio_sample_303.wav,./data/aligned_transcript_revised/aligned_audio_sample_303_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_303_phonemes.txt,p ɒː z d̪ a s ɑ ŋ l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_304.wav,./data/aligned_transcript_revised/aligned_audio_sample_304_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_304_phonemes.txt,k ʊ ɖ j ə p ɒː s z a s ɑ ŋ l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_305.wav,./data/aligned_transcript_revised/aligned_audio_sample_305_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_305_phonemes.txt,l u n a i ɲ c ɹ iː s z a v ɑ ʎ ʉ m,I
./data/aligned_audio_revised/aligned_audio_sample_307.wav,./data/aligned_transcript_revised/aligned_audio_sample_307_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_307_phonemes.txt,ç e l u n a ʃ e p ɒ f j ə a n s p ɑ tʲ ɪ f aj,B
./data/aligned_audio_revised/aligned_audio_sample_308.wav,./data/aligned_transcript_revised/aligned_audio_sample_308_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_308_phonemes.txt,ɹ aj t a n ɛ m e ɫ ə dʒ ɑ n l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_309.wav,./data/aligned_transcript_revised/aligned_audio_sample_309_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_309_phonemes.txt,s ɛ n ð a ɛ m e ɫ l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_310.wav,./data/aligned_transcript_revised/aligned_audio_sample_310_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_310_phonemes.txt,l u n a s ɛ n d a m ɛ s i dʒ ə spn s aː,I
./data/aligned_audio_revised/aligned_audio_sample_311.wav,./data/aligned_transcript_revised/aligned_audio_sample_311_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_311_phonemes.txt,l u n a s t ɑ ɹ t a z uː m mʲ iː tʲ i n,B
./data/aligned_audio_revised/aligned_audio_sample_312.wav,./data/aligned_transcript_revised/aligned_audio_sample_312_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_312_phonemes.txt,ç e l u n a s aː tʃ f a d̪ a l e tʲ i s aj f əw n a n ɡ ʉː ɡ ə l,B
./data/aligned_audio_revised/aligned_audio_sample_313.wav,./data/aligned_transcript_revised/aligned_audio_sample_313_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_313_phonemes.txt,s ʋ ɪ tʃ ə ð a n ɛ k s ʈ a b l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_314.wav,./data/aligned_transcript_revised/aligned_audio_sample_314_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_314_phonemes.txt,ç e l u n a v i z i t d̪ a spn,I
./data/aligned_audio_revised/aligned_audio_sample_315.wav,./data/aligned_transcript_revised/aligned_audio_sample_315_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_315_phonemes.txt,ɡ əw b a k l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_316.wav,./data/aligned_transcript_revised/aligned_audio_sample_316_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_316_phonemes.txt,s k ɹ əw ɹ d aw n l u n a,I
